company,estimated_revenue_eur_million,city,sectors_active,website
MEDAC GESELLSCHAFT FUER KLINISCHE SPEZIALPRAEPARATE M.B.H.,543,Wedel,"Chemicals, Petroleum, Rubber & Plastic",http://www.medac.de
MEDA PHARMA,341,Bad Homburg,Wholesale,http://www.medapharma.de
MEDIA MARKT E-BUSINESS,1006,Ingolstadt,Retail,http://www.mediamarkt.de
MEDIAN UNTERNEHMENSGRUPPE B.V.,867,Berlin,"Public Administration, Education, Health Social Services",http://www.median-kliniken.de
MEDIA-SATURN-HOLDING,22255,Ingolstadt,Business Services,http://www.media-saturn.com
FREIBERGER KLINIK HOLDING,247,Amerang,Business Services,http://www.medicalpark.de
MEDICLIN,686,Offenburg,"Public Administration, Education, Health Social Services",http://www.mediclin.de
MEDION,744,Essen,Retail,http://www.medion.com
MEDIOS,517,Berlin,Communications,http://www.medios.ag
CARL ZEISS MEDITEC,1414,Jena,"Industrial, Electric & Electronic Machinery",http://www.meditec.zeiss.com
ROESNER-MAUTBY HOLDING,340,Kiefersfelden,Business Services,http://www.meditrade.de
MEDTRONIC GESELLSCHAFT MIT BESCHRAENKTER,1015,Meerbusch,Wholesale,http://www.medtronic.de
MEFFERT FARBWERKE,241,Bad Kreuznach,"Chemicals, Petroleum, Rubber & Plastic",http://www.meffert.com
MOLKEREI MEGGLE WASSERBURG,601,Reitmehring,Wholesale,http://www.meggle-foodingredients.com
FRANZ XAVER MEILLER FAHRZEUG- UND MASCHINENFABRIK -,395,Muenchen,Transport Manufacturing,http://www.meiller.com
MEISER HOLDING,402,Schmelz,Business Services,http://www.meiser.de
MEKRA LANG,393,Ergersheim,Transport Manufacturing,http://www.mekra-lang.com
C. MELCHERS,757,Bremen,Wholesale,http://www.melchers.com
MELITTA GROUP MANAGEMENT,1613,Minden,Business Services,http://www.melitta.de
MENDRITZKI HOLDING,290,Plettenberg,Business Services,http://www.mendritzki.de
MENSCHING HOLDING,303,Isernhagen,Property Services,http://www.mensching-holding.de
MERCATEO BETEILIGUNGSHOLDING,316,Taufkirchen,Business Services,http://www.mercateo.com
MERCER HOLZ,340,Rosenthal,Business Services,http://www.mercer-holz.de
MERCK,16818,Darmstadt,"Chemicals, Petroleum, Rubber & Plastic",http://www.merck.de
MERCK FINANCIAL SERVICES,1115,Darmstadt,"Banking, Insurance & Financial Services",http://www.merckgroup.com
MERCK SERONO,332,Darmstadt,Business Services,http://www.merckserono.de
MERKUR CASINO,978,Espelkamp,"Travel, Personal & Leisure",http://www.merkur-spielothek.de
MERZ PHARMA AA,1106,Frankfurt,"Chemicals, Petroleum, Rubber & Plastic",http://www.merz.de
DEUTSCHE MES,220,Hannover,Business Services,http://www.messe.de
MESSE BERLIN,371,Berlin,Business Services,http://www.messe-berlin.de
MESSE DUESSELDORF,311,Duesseldorf,Business Services,http://www.messe-duesseldorf.de
MESSE MUENCHEN,431,Muenchen,Business Services,http://www.messe-muenchen.de
MESSER INDUSTRIE,1081,Bad Soden,Business Services,http://www.messergroup.com
METABO,456,Nuertingen,Business Services,http://www.metabo.com
METALSA BETEILIGUNGS,315,Bergneustadt,Business Services,http://www.metalsa.com
METRO,27259,Dusseldorf,Wholesale,http://www.metroag.de
METSAE TISSUE,490,Kreuzau,"Wood, Furniture & Paper Manufacturing",http://www.metsatissue.com
B. METZLER EL. SOHN HOLDING,212,Frankfurt Am Main,Business Services,http://www.metzler.com
MEWA TEXTIL-RVICE,746,Wiesbaden,Business Services,http://www.mewa.de
MEYER & MEYER HOLDING,230,Osnabrueck,"Transport, Freight & Storage",http://www.meyermeyer.com
MEYER TURKU,996,Papenburg,Business Services,http://www.meyerwerft.de
WULF GAERTNER AUTOPARTS,176,Hamburg,Business Services,http://www.meyle.com
MITTELDEUTSCHE HARTSTEIN-INDUSTRIE,218,Hanau,Mining & Extraction,http://www.mhigruppe.de
MHP MANAGEMENT- UND IT-BERATUNG,433,Ludwigsburg,Business Services,http://www.mhp.de
JTSD - BRAUNKOHLEBERGBAU,625,Zeitz,Business Services,http://www.mibrag.de
MICHELIN REIFENWERKE,2700,Karlsruhe,"Chemicals, Petroleum, Rubber & Plastic",http://www.michelin.de
MICROSOFT DEUTSCHLAND,3457,Muenchen,Wholesale,http://www.microsoft.com
MIELE BETEILIGUNGS-,3338,Guetersloh,Business Services,http://www.miele.de
LF EUROPE (GERMANY) SERVICES,314,Norderstedt,"Banking, Insurance & Financial Services",http://www.milesgroup.eu
MILTENYI,398,Bergisch Gladbach,Business Services,http://www.miltenyibiotec.com
MILUPA,344,Fulda,Food & Tobacco Manufacturing,http://www.milupa.de
MINERALBRUNNEN UBERKINGEN-TEINACH,152,Bad Uberkingen,Food & Tobacco Manufacturing,http://www.mineralbrunnen-.de
BISCHOFF & VIELHAUER,294,Bergisch Gladbach,Retail,http://www.mineraloel-vielhauer.de
MINIMAX VIKING,1688,Bad Oldesloe,Business Services,http://www.minimax-viking.com
CATERPILLAR GLOBAL MINING HMS,403,Dortmund,"Industrial, Electric & Electronic Machinery",http://www.mining.cat.com
MIPA,129,Essenbach,"Chemicals, Petroleum, Rubber & Plastic",http://www.mipa-paints.com
MINERALOELRAFFINERIE OBERRHEIN,433,Karlsruhe,"Chemicals, Petroleum, Rubber & Plastic",http://www.miro-ka.de
MITGAS MITTELDEUTSCHE GASVERSORGUNG,505,Halle,Utilities,http://www.mitgas.de
MITTELDEUTSCHE NETZGESELLSCHAFT STROM,2838,Halle,Utilities,http://www.mitnetz-strom.de
MITSUBISHI INTERNATIONAL GESELLSCHAFT MIT BESCHRAENKTER,1327,Duesseldorf,Wholesale,http://www.mitsubishicorp.com/de/en
MMD AUTOMOBILE,978,Friedberg,Wholesale,http://www.mitsubishi-motors.de
MITSUBISHI HITEC PAPER EUROPE,345,Bielefeld,"Wood, Furniture & Paper Manufacturing",http://www.mitsubishi-paper.com
MITSUI & CO. DEUTSCHLAND,773,Duesseldorf,Wholesale,http://www.mitsui.com/de
MMV BANK,634,Koblenz Am Rhein,"Banking, Insurance & Financial Services",http://www.mkb-bank.de
MLP FINANZBERATUNG,362,Wiesloch,"Banking, Insurance & Financial Services",http://www.mlp-financify.de
MMG ALUMINIUM,242,Mayen,Wholesale,http://www.mmgag.de
MM GRAPHIA BETEILIGUNGS- UND VERWALTUNGS-,286,Bielefeld,Business Services,http://www.mm-graphia.com
FS-KARTON,400,Baiersbronn,"Wood, Furniture & Paper Manufacturing",http://www.mm-karton.com
MODERNER BAUBEDARF GOTTFRIED WIRTZ,287,Heinsberg,Wholesale,http://www.mobau-wirtz.de
MOBENE,2294,Hamburg,Wholesale,http://www.mobene.de
ROETHER BETEILIGUNGS,302,Michelfeld,Business Services,http://www.modepark.de
MODINE EUROPE,767,Filderstadt,Business Services,http://www.modine.com
EATON ELECTRIC,305,Bonn,Wholesale,http://www.moeller.net
MOHAG MOTORWAGEN-HANDELSGESELLSCHAFT,311,Gelsenkirchen,Wholesale,http://www.mohag.de
RUECKER,360,Aurich,Food & Tobacco Manufacturing,http://www.molkerei-ruecker.de
AUTOHAUS ADELBERT MOLL,361,Duesseldorf,Wholesale,http://www.moll.de
MOMENTIVE PERFORMANCE MATERIALS,732,Leverkusen,Business Services,http://www.momentive.com
MONDELEZ DEUTSCHLAND,835,Bremen,Business Services,http://www.mondelezinternational.de
MONDI HOLDING DEUTSCHLAND,1180,Gronau,Business Services,http://www.mondigroup.com
MONTANA GROUP,620,Gruenwald,Business Services,http://www.montana-energie.de
MONTBLANC-SIMPLO,478,Hamburg,Miscellaneous Manufacturing,http://www.montblanc.com
MOSOLF,399,Kirchheim,"Transport, Freight & Storage",http://www.mosolf.de
MOTEL ONE,596,Muenchen,Business Services,http://www.motel-one.com
ONE HOTELS & RESORTS,621,Muenchen,Business Services,http://www.motel-one.de
MOTION TM VERTRIEBS,361,Troisdorf,Wholesale,http://www.motion-tm.de
MOTOROLA SOLUTIONS GERMANY,509,Idstein,Communications,http://www.motorolasolutions.com
MPA PHARMA,590,Trittau,Wholesale,http://www.mpapharma.de
MR. WASH AUTORVICE,312,Essen,Business Services,http://www.mrwash.de
MSC TECHNOLOGIES,339,Stutensee,Wholesale,http://www.-msc-technologies.e
MSD SHARP & DOHME GESELLSCHAFT MIT BESCHRAENKTER,1551,Haar,"Chemicals, Petroleum, Rubber & Plastic",http://www.msd.de
MSG SYSTEMS,418,Ismaning,Computer Software,http://www.msg.group
MSG LIFE,158,Leinfelden-Echterdingen,Business Services,http://www.msg-life.com
MS INDUSTRIE,291,Munchen,Business Services,http://www.ms-industrie.ag
MT AEROSPACE,174,Augsburg,Business Services,http://www.mt-aerospace.de
MTD PRODUCTS,256,Saarbruecken,"Industrial, Electric & Electronic Machinery",http://www.mtdeurope.com
MTU AERO ENGINES,4639,Munchen,Transport Manufacturing,http://www.mtu.de
MUHLBAUER HOLDING,288,Roding,"Industrial, Electric & Electronic Machinery",http://www.muehlbauer.de
MUELLER HOLDING,4120,Ulm,Business Services,http://www.mueller.de
MUELLER FLEISCH,635,Birkenfeld,Food & Tobacco Manufacturing,http://www.mueller-fleisch.de
MUNCHENER VEREIN LEBENSVERSICHERUNG,144,Munchen,"Banking, Insurance & Financial Services",http://www.muenchener-verein.de
MULFINGER,455,Heilbronn,Business Services,http://www.mulfinger-gruppe-heilbronn.de
MULTIVAC PP HGENMUELLER,511,Wolfertschwenden,"Industrial, Electric & Electronic Machinery",http://www.multivac.com
MENSCH UND MASCHINE SOFTWARE,249,Wessling,"Industrial, Electric & Electronic Machinery",http://www.mum.de
MUNDIPHARMA VERWALTUNGSGESELLSCHAFT MIT BESCHRAENKTER,328,Frankfurt,Wholesale,http://www.mundipharma.de
FLUGHAFEN MUENCHEN GESELLSCHAFT MIT BESCHRAENKTER,1582,Muenchen-Flughafen,"Transport, Freight & Storage",http://www.munich-airport.de
MUNICH RE,51447,Munchen,"Banking, Insurance & Financial Services",http://www.munichre.com
MUTARES,1130,Munchen,Wholesale,http://www.mutares.de
METALLVERWERTUNGSGESELLSCHAFT,334,Gottenheim,Wholesale,http://www.mvgottenheim.com
MV HOLDING,1681,Bad Oldesloe,Business Services,http://www.mv-holding.eu
MVV WINDENERGIE,3815,Mannheim,Business Services,http://www.mvv.de
MVV ENERGIE,3612,Mannheim,Utilities,http://www.mvv-investor.de
MVV NETZE,312,Mannheim,Utilities,http://www.mvv-netze.de
MITTELDEUTSCHE VERKEHRSFLAECHEN- UND VERKEHRSMITTELREINIGUNGS,1603,Magdeburg,Business Services,http://www.mvvr.de
MVV TRADING,1800,Mannheim,Utilities,http://www.mvv-trading.de
MV WERFTEN WISMAR,516,Wismar,Transport Manufacturing,http://www.mv-werften.de
M+W GROUP,3827,Stuttgart,Business Services,http://www.mwgroup.net
MYTHERESA.COM,380,Aschheim,Retail,http://www.mytheresa.com
MYTOYS.DE,430,Berlin,Wholesale,http://www.mytoys.de
N3 ENGINE OVERHAUL SERVICES,768,Arnstadt,Business Services,http://www.n3eos.com
NABALTEC,180,Schwandorf,"Chemicals, Petroleum, Rubber & Plastic",http://www.nabaltec.de
NEL-GROUP,2046,Versmold,Business Services,http://www.nagel-group.com
NAGEL VERWALTUNG & LOGISTIK,312,Ulm,Business Services,http://www.nagel-gruppe.de
NASSAUISCHE HEIMSTAETTE WOHNUNGS- UND ENTWICKLUNGSGES.M.B.H.,450,Frankfurt,Property Services,http://www.naheimst.de
NANOGATE,246,Goettelborn,Business Services,http://www.nanogate.de
NATGAS,2999,Potsdam,Wholesale,http://www.natgas.de
NATURSTROM,314,Duesseldorf,Utilities,http://www.naturstrom.de
NBB NETZGESELLSCHAFT BERLIN-BRANDENBURG,416,Berlin,Utilities,http://www.nbb-netzgesellschaft.de
NDW BETEILIGUNGSGESELLSCHAFT,1344,Eberbach,Business Services,http://www.ndw-drahtundstahl.de
NEHLN,337,Bremen,Business Services,http://www.nehlsen.com
NEMAK DILLINGEN,537,Dillingen,Business Services,http://www.nemak.com
NEMETSCHEK,560,Munchen,"Industrial, Electric & Electronic Machinery",http://www.nemetschek.com
N-ERGIE,2984,Nuernberg,Utilities,http://www.n-ergie.de
N-ERGIE NETZ,1302,Nuernberg,Business Services,http://www.n-ergie-netz.de
NESTLE DEUTSCHLAND,3658,Frankfurt,Food & Tobacco Manufacturing,http://www.nestle.de
NETAPP DEUTSCHLAND,434,Kirchheim,Wholesale,http://www.netapp.com/de
NETCOLOGNE GESELLSCHAFT FUER TELEKOMMUNIKATION MIT BESCHRAENKTER,287,Koeln,Business Services,http://www.netcologne.de
NETCONNECT GERMANY,962,Ratingen,Business Services,http://www.net-connect-germany.de
NETINERA DEUTSCHLAND,643,Viechtach,Business Services,http://www.netinera.de
NETZGESELLSCHAFT DUESSELDORF,506,Duesseldorf,Utilities,http://www.netz-duesseldorf.de
NETZE BW,3965,Stuttgart,Utilities,http://www.netze-bw.de
ERICH NETZSCH & CO. HOLDING KG,586,Selb,Property Services,http://www.netzsch.com
NEUE LEBEN LEBENSVERSICHERUNG,902,Hamburg,"Banking, Insurance & Financial Services",http://www.neueleben.de
HAVO NEUENHAUR GRUPPE HOLDING,405,Neuenhaus,Business Services,http://www.neuenhauser.de
ABB POWER GRIDS GERMANY,449,Mannheim,Business Services,http://www.new.abb.com
NEW KOMMUNALHOLDING,1056,Moenchengladbach,Business Services,http://www.new.de
NEW NETZ,392,Geilenkirchen,Utilities,http://www.new-netz-.de
NEW WORK,275,Hamburg,Media & Broadcasting,http://www.newwork.se
NEW YORKER,1970,Braunschweig,Business Services,http://www.newyorker.de
NEXANS DEUTSCHLAND,1167,Hannover,"Industrial, Electric & Electronic Machinery",http://www.nexans.de
NEXPERIA GERMANY,316,Hamburg,"Industrial, Electric & Electronic Machinery",http://www.nexperia.com
NEXT KRAFTWERKE,642,Koeln,Utilities,http://www.next-kraftwerke.de
NEXUS,162,Donaueschingen,"Industrial, Electric & Electronic Machinery",http://www.nexus-ag.de
NGK SPARK PLUG EUROPE,759,Ratingen,Wholesale,http://www.ngk.de
NGK EUROPE GESELLSCHAFT MIT BESCHRAENKTER,983,Kronberg,Wholesale,http://www.ngk-e.de
NETZGESELLSCHAFT OSTWUERTTEMBERG DONAURIES,457,Ellwangen,Utilities,http://www.ng-o.com
NH HOTELS DEUTSCHLAND,301,Berlin,"Travel, Personal & Leisure",http://www.nh-hotels.com
NIDEC GPM,340,Auengrund,"Industrial, Electric & Electronic Machinery",http://www.nidec-gpm.com
NIDEC MOTORS & ACTUATORS (GERMANY),455,Bietigheim-Bissingen,"Industrial, Electric & Electronic Machinery",http://www.nidec-ma.com
NIEDAX HOLDING,312,Linz,Business Services,http://www.niedax.de
NIEDERRHEIN-GOLD TERSTEEGEN,373,Moers,Food & Tobacco Manufacturing,http://www.niederrhein-gold.de
NIELS-STENSEN-KLINIKEN,430,Georgsmarienhuette,"Public Administration, Education, Health Social Services",http://www.niels-stensen-kliniken.de
MANFRED J.C. NIEMANN BETEILIGUNGS-,352,Bremen,Wholesale,http://www.niemet.de
NILES-SIMMONS-HEGENSCHEIDT,310,Chemnitz,"Industrial, Electric & Electronic Machinery",http://www.niles-simmons.de
NINTENDO OF EUROPE,2250,Frankfurt,Retail,http://www.nintendo.de
NISSAN CENTER EUROPE,631,Bruehl,Wholesale,http://www.nissan.de
NKD HOLDINGS,619,Bindlach,Business Services,http://www.nkd.de
NEUMANN GRUPPE,2179,Hamburg,Business Services,http://www.nkg.net
NKT,351,Koeln,"Industrial, Electric & Electronic Machinery",http://www.nktcables.com
NMB MINEBEA,395,Langen,Wholesale,http://www.nmb-minebea.de
NMG GERMANY,372,Muenchen,Business Services,http://www.nmg-stena.com
NOBILIA-WERKE J. STICKLING,1202,Verl,"Wood, Furniture & Paper Manufacturing",http://www.nobilia.de
C. E. NOERPEL & CO. PROJEKT-LOGISTIK KG,332,Ulm,Business Services,http://www.noerpel.de
DRUCKHAUS NUERNBERG,371,Nuernberg,Business Services,http://www.nordbayern.de
NORDER BAND,168,Norden,Wholesale,http://www.norderband.de
NORDEX,3303,Rostock,Utilities,http://www.nordex.de
NORDFROST,391,Schortens,"Transport, Freight & Storage",http://www.nordfrost.de
NORD-SCHROTT,521,Flensburg,Waste Management & Treatment,http://www.nord-schrott.de
NORDWEST HANDEL,491,Dortmund,Wholesale,http://www.nordwest.com
NORDZUCKER HOLDING,1414,Braunschweig,Business Services,http://www.nordzucker.de
NORMA GROUP,1104,Maintal,Business Services,http://www.normagroup.com
NOTEBOOKSBILLIGER.DE,897,Sarstedt,Wholesale,http://www.notebooksbilliger.de
NOVAR,295,Albstadt,"Industrial, Electric & Electronic Machinery",http://www.novar.de
NOVARTIS DEUTSCHLAND,4555,Nuernberg,Business Services,http://www.novartis.de
NOVELIS DEUTSCHLAND,2925,Goettingen,Metals & Metal Products,http://www.novelis.com
NOVEM BETEILIGUNGS,724,Vorbach,Business Services,http://www.novem.de
NOVO NORDISK PHARMA,592,Mainz,Wholesale,http://www.novonordisk.de
NOWEDA ARZNEIMITTEL,1330,Muenster,Wholesale,http://www.noweda.de
NRM NETZDIENSTE RHEIN-MAIN,557,Frankfurt,Utilities,http://www.nrm-netzdienste.de
NRW.BANK,749,Dusseldorf,"Banking, Insurance & Financial Services",http://www.nrwbank.com
NSK DEUTSCHLAND,356,Ratingen,Wholesale,http://www.nskeurope.de
NTT DATA DEUTSCHLAND,344,Muenchen,Business Services,http://www.nttdata.com
NURNBERGER LEBENSVERSICHERUNG,2318,Nurnberg,"Banking, Insurance & Financial Services",http://www.nuernberger.de
NUERNBERGMESSE,324,Nuernberg,Business Services,http://www.nuernbergmesse.de
CELANESE SALES GERMANY,2211,Sulzbach,Wholesale,http://www.nutrinova.de
NORDWEST INDUSTRIE GROUP,407,Frankfurt,Business Services,http://www.nwi-group.de
OBETA ELEKTRO VERTRIEBSGESELLSCHAFT MIT BESCHRAENKTER,392,Berlin,Business Services,http://www.obeta.de
OBI,5625,Wermelskirchen,Business Services,http://www.obi.de
BU HOLDING,279,Nuernberg,Business Services,http://www.obi-franken.de
CANON PRODUCTION PRINTING GERMANY,323,Poing,Computer Hardware,http://www.oce.com
ODDO BHF,240,Frankfurt Am Main,"Banking, Insurance & Financial Services",http://www.oddo-bhf.com
ENBW OSTWUERTTEMBERG DONAU-RIES,409,Ellwangen,Utilities,http://www.odr.de
OECHSLER,444,Ansbach,"Chemicals, Petroleum, Rubber & Plastic",http://www.oechsler.com
OLDENBURGISCHE LANDESBRANDKAS,186,Oldenburg,"Banking, Insurance & Financial Services",http://www.oeffentlicheoldenburg.de
ADM HAMBURG,251,Hamburg,Food & Tobacco Manufacturing,http://www.oelag.de
OERLIKON TEXTILE,669,Remscheid,,http://www.oerlikon.com/textile
OEFFENTLICHE LEBENSVERSICHERUNGS SACHN-ANHALT-OSA,157,Magdeburg,"Banking, Insurance & Financial Services",http://www.oesa.de
OEST HOLDING,369,Freudenstadt,Business Services,http://www.oest.de
OETKER DIGITAL,7235,Bielefeld,Business Services,http://www.oetkerdigital.com
OETTINGER BRAUEREI,331,Oettingen,Food & Tobacco Manufacturing,http://www.oettinger-bier.de
CPO HOLDING ( & CO.) KG,420,Hamburg,Business Services,http://www.offengroup.de
OGL - FOOD TRADE LEBENSMITTELVERTRIEB,1142,Oberding,Wholesale,http://www.ogl-foodtrade.com
OHB,1015,Bremen,Communications,http://www.ohb.de
OSTHANNOVERSCHE EINBAHNEN,382,Celle,"Transport, Freight & Storage",http://www.ohe-transport.de
CHRISTIAN OHREM GESELLSCHAFT MIT BESCHRAENKTER,305,Frechen,Wholesale,http://www.ohrem-.de
OIKOS HOLDING,340,Schluechtern,Business Services,http://www.oikos-group.de
OKTAN MINERALOEL-VERTRIEB,1453,Hamburg,Wholesale,http://www.oktan.de
OLDENBURGISCHE LANDESBANK - OLB,437,Oldenburg (Oldb),"Banking, Insurance & Financial Services",http://www.olb.de
BLUE CUBE GERMANY ASSETS & CO.KG,866,Stade,"Chemicals, Petroleum, Rubber & Plastic",http://www.olinepoxy.com
OLYMPUS EUROPA HOLDING,1844,Hamburg,"Travel, Personal & Leisure",http://www.olympus-europa.com
OMIRA,371,Ravensburg,Wholesale,http://www.omira.de
OMV,3853,Burghausen,Wholesale,http://www.omv.de
OMV GAS MARKETING & TRADING DEUTSCHLAND,357,Duesseldorf,Wholesale,http://www.omv-gas.com
OMYA GESELLSCHAFT MIT BESCHRAENKTER,441,Koeln,Wholesale,http://www.omya.de
SGB-SMIT,767,Regensburg,Business Services,http://www.oneequity.com
ONTEX MAYEN,343,Mayen,"Wood, Furniture & Paper Manufacturing",http://www.ontexglobal.com
ONTRAS GASTRANSPORT,387,Leipzig,Mining & Extraction,http://www.ontras.com
OPEL AUTOMOBILE,19370,Ruesselsheim,Transport Manufacturing,http://www.opel.de
OPEN GRID EUROPE,1106,Essen,Utilities,http://www.open-grid-europe.com
OPEN TEXT SOFTWARE,313,Grasbrunn,Computer Software,http://www.opentext.de
ARNTZ BETEILIGUNGS,291,Hoexter,Business Services,http://www.optibelt.de
OPTIMA-MASCHINENFABRIK DR. BUEHLER,441,Schwaebisch Hall,Property Services,http://www.optima-packaging-group.de
ORACLE DEUTSCHLAND B.V. & CO.KG,453,Muenchen,Business Services,http://www.oracle.de
ORAFOL EUROPE,610,Oranienburg,"Wood, Furniture & Paper Manufacturing",http://www.orafol.de
URANGESELLSCHAFT,350,Frankfurt,Mining & Extraction,http://www.orano.group/en
ORIFARM,299,Leverkusen,Wholesale,http://www.orifarm.de
ORION ENGINEERED CARBONS,669,Frankfurt,Business Services,http://www.orioncarbons.com
ORIZON HOLDING,303,Augsburg,Business Services,http://www.orizon.de
ORLEN DEUTSCHLAND,3919,Elmshorn,Wholesale,http://www.orlen-deutschland.de
ORSAY,370,Willstaett,Wholesale,http://www.orsay.com
ORSTED MARKETS,433,Hamburg,Utilities,http://www.orsted.de
OSI FOODS,1443,Gersthofen,Food & Tobacco Manufacturing,http://www.osi.de
OBG OSNABRUECKER BETEILIGUNGSU. GRUNDSTUECKSENTWICKLUNGSGES.,493,Osnabrueck,Property Services,http://www.osnabrueck.de
OSRAM LICHT,3617,Munchen,"Industrial, Electric & Electronic Machinery",http://www.osram-licht.com
OSTMILCH HANDELS,292,Bad Homburg,Wholesale,http://www.ostmilch.com
